artnr;artsuch;artbez1;artbez2;artbez3;vk1;zeichnr;zeichindex;warengru;artgru;rabgru;provgru;charakter;artbezmem;vk2;vk3;vk4;vk5;vk6;vk7;vk8;vk9;peinheit;meinheit;katseite;kennz1;kennz2;kennz3;musternr;dokuartnr;arbplanr;pruefplanr;lagartnr;rabkz;provkz;mwst;gewicht;bruttogew;leg_anteil;mass1;mass2;mass3;veinheit;stahl;werkzeugnr;wzanlage;wzinfo;sollmass1;sollmassa;pruefmitt1;sollmass2;sollmassb;pruefmitt2;sollmass3;sollmassc;pruefmitt3;sollmass4;sollmassd;pruefmitt4;sollmass5;sollmasse;pruefmitt5;signiernr;stempelung;bemmem;bemmem2;bemmem3;bemmem4;bemmem5;bemtext;letzt_zu;letzt_ab;letzt_erh;letzt_ek;letzt_lief;letzt_kalk;mindmengnr;staffkz;abmenge1;dm_proz1;abmenge2;dm_proz2;abmenge3;dm_proz3;abmenge4;dm_proz4;abmenge5;dm_proz5;abmenge6;dm_proz6;abmenge7;dm_proz7;abmenge8;dm_proz8;lagerbest;mehrorte;serien;lagerplatz;dispogru;mindbest;maxbest;losgroesse;wbzeit;leistung;aend_apla;aend_stuli;aend_pruef;sperrkz;auf_art;liefbed;lagertage;warennr;verpackart;versandart;artgru6;mus_hnr;verftage;ekbasis;kunde;zone;sz;kurvensatz;automat;cncprog;stlaenge;schlweite;stgewicht;querschn;durchm_a;durchm_i;geslaenge;abstich_mm;mus_hsuch;mus_lnr;stdpfad;mus_lsuch;kalk_mek;mus_rueck;mus_ausg;rev_pruef;kosttr;kalk_mgk;mus_hdat;etireport;tz;ursprland;lz;kalk_fek;rev_apla;kalk_fgk;rev_stuli;zuschfakt;fixum1;fixum2;preisindiv;sp_bez1;sp_bet1;sp_bez2;sp_bet2;sp_bez3;sp_bet3;sp_bez4;sp_bet4;metallart;mlaenge;mbreite;mstaerke;rahmenart;rlaenge;rbreite;rstaerke;kat1;katseite1;kat2;katseite2;kat3;katseite3;kat4;katseite4;tempart;abmenge9;dm_proz9;abmenge10;dm_proz10;vktext1;vktext2;vktext3;vktext4;vktext5;vktext6;vktext7;vktext8;vktext9;gaufschl;pauschalkz;paucharge;zeichform;empb_druck;sperre;invdatum;mahnkz;sperreart;shopexport;betaufart;bildpfad1;bildpfad2;bildpfad3;bildpfad4;bildpfad5;kostst;kalk_fk;kalk_mk;kalk_aus;bildpfad6;bildpfad7;bildpfad8;bildpfad9;bildpfad10;bildpfad11;bildpfad12;artgru1;artgru2;artgru3;artgru4;artgru5;aktionsvk1;vonaktdat;bisaktdat;kennz4;kennz5;gkvor;letzt_adat;auslagmeng;garantiemo;letztkalib;tagekalib;tsaktivkz;tsgewcls;sktokz;artbez1eng;artbez2eng;eisbest;vktext10;liefabmeng;artnrlief;letzt_ang;neu_user;neu_datum;aend_user;aend_datum;servreport
40.10.3165;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø76.1/17.5;Länge 1568mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.06.2011;27.10.2011;  -   -;140.13;74003;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;01.06.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3166;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø133/36;Länge 124mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.06.2011;17.10.2011;  -   -;49.4;74003;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;01.06.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3167;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø133/36;Länge 140mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.06.2011;17.10.2011;  -   -;53.12;74003;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;01.06.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3168;STAHLROHR PRÄZ.;Stahlrohr präz. nahtl. E235 (St 35);Ø45/3;;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;m;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;S235JRG2;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.06.2011;14.07.2011;  -   -;63.7;74003;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;6000;0;3.17;2;45;39;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;07.06.2011;01/005-SRV-CTS-01 # SBrunner;29.08.2011;
40.10.3169;STAHLROHR PRÄZ.;Stahlrohr präz. nahtl. E235 (St 35);Ø30/3;;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;m;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;S235JRG2;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.06.2011;29.04.2025;  -   -;15.12;74003;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;6000;3;2.04;2;30;24;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;07.06.2011;01/005-SRV-CTS-01 # SBrunner;29.08.2011;
40.10.3170;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø220/30;Länge 1090mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;20.06.2011;01.07.2011;  -   -;629.1;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/005-SRV-CTS-01 # sbrunner;14.06.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3171;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø229/36;Länge 150mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;05.07.2011;03.08.2011;  -   -;123.1;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/005-SRV-CTS-01 # sbrunner;28.06.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3172;ZYLINDERROHR;Hydraulik-Zylinderrohr, DOM 520;Ø75+0/-0.25/ Ø50+0.03/+0.080;Länge 560mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;24.10.2011;24.10.2011;  -   -;66.8;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;28.06.2011;01/004-SRV-CTS-01 # rschuepbach;28.06.2011;
40.10.3173;STAHLROHR GAS&WASSERL.;Gas-und Wasserleitungsrohr geschw, St-37;"3/4"" (Ø26.9/2.65)";;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;m;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;13.08.2015;21.01.2014;  -   -;2.8;81001;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;23.09.2010;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;6000;12.1;0;2;26.9;2.65;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;S1;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;06.07.2011;01/007-SRV-CTS-01 # cad2;28.05.2013;
40.10.3174;STAHLROHR GAS&WASSERL.;Gas-und Wasserleitungsrohr geschw, St-37;"3/8"" (Ø17.5/2.35)";Länge 530mm;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;29.10.2014;26.01.2015;  -   -;1.5;81001;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;23.09.2010;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;S1;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/010-SRV-CTS-01 # cad1;07.07.2011;01/005-SRV-CTS-01 # SBrunner;29.08.2011;
40.10.3175;STAHLROHR PRÄZ.;Stahlrohr präz. nahtl. E235 (St 35);Ø10/2;;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;m;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;S235JRG2;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;04.08.2011;14.10.2011;  -   -;6.68;81001;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;6000;0;3.17;2;45;39;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;11.07.2011;01/005-SRV-CTS-01 # SBrunner;29.08.2011;
40.10.3176;STAHLROHR PRÄZ.;Stahlrohr präz. nahtl. E235 (St 35);Ø25/4;;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;m;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;15.03.2017;14.10.2011;  -   -;24.3;81001;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;11.07.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3177;STAHLROHR PRÄZ.;Stahlrohr präz. nahtl. E235 (St 35);Ø40/8;;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;m;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;31.48;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;21.07.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3178;HOHLPROFIL;RHS Hohlprofil, St. 52;160x6;Länge 60mm;0;;;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;03.08.2011;11.08.2011;  -   -;12.5;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/005-SRV-CTS-01 # sbrunner;21.07.2011;01/005-SRV-CTS-01 # SBrunner;30.08.2011;
40.10.3179;STAHLROHR PRÄZ.;Stahlrohr präz. nahtl. E235 (St 35);Ø24/2;Länge 150mm;0;190 02 16;-;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;22.05.2023;18.10.2023;  -   -;2.05;81001;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;KZM;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;26.07.2011;01/004-JOS-NB05 # smischler;05.06.2018;
40.10.3180;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø21.3/2.6x600;;9.1;016 005 01 05;-;;RO00;RO00;RO00;HF;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;S235JRG2;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;25.02.2020;  -   -;  -   -;1.01;81028;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;KELLER1.17;;0.6;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;6000;2.6;1.22;2;21.3;16.1;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-JOS-NB05 # wmeyer;18.02.2020;01/004-JOS-NB05 # wmeyer;18.02.2020;
40.10.3181;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø229/36;Länge 695mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;26.08.2011;02.09.2011;  -   -;481.2;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;15.08.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3182;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø60.3/5;Länge 308mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;26.08.2011;02.09.2011;  -   -;10.36;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;15.08.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3183;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø108/16;Länge 1005mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;26.08.2011;02.09.2011;  -   -;131.6;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;15.08.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
40.10.3184;STAHLROHR STARKW.;Stahlrohr starkw. nahtl. E355 (St. 52);Ø190/50;Länge 160mm;0;;;;RO00;RO00;RO00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;E355;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;26.08.2011;02.09.2011;  -   -;141.75;72016;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;2;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;15.08.2011;01/005-SRV-CTS-01 # SBrunner;23.08.2011;
