artnr;artsuch;artbez1;artbez2;artbez3;vk1;zeichnr;zeichindex;warengru;artgru;rabgru;provgru;charakter;artbezmem;vk2;vk3;vk4;vk5;vk6;vk7;vk8;vk9;peinheit;meinheit;katseite;kennz1;kennz2;kennz3;musternr;dokuartnr;arbplanr;pruefplanr;lagartnr;rabkz;provkz;mwst;gewicht;bruttogew;leg_anteil;mass1;mass2;mass3;veinheit;stahl;werkzeugnr;wzanlage;wzinfo;sollmass1;sollmassa;pruefmitt1;sollmass2;sollmassb;pruefmitt2;sollmass3;sollmassc;pruefmitt3;sollmass4;sollmassd;pruefmitt4;sollmass5;sollmasse;pruefmitt5;signiernr;stempelung;bemmem;bemmem2;bemmem3;bemmem4;bemmem5;bemtext;letzt_zu;letzt_ab;letzt_erh;letzt_ek;letzt_lief;letzt_kalk;mindmengnr;staffkz;abmenge1;dm_proz1;abmenge2;dm_proz2;abmenge3;dm_proz3;abmenge4;dm_proz4;abmenge5;dm_proz5;abmenge6;dm_proz6;abmenge7;dm_proz7;abmenge8;dm_proz8;lagerbest;mehrorte;serien;lagerplatz;dispogru;mindbest;maxbest;losgroesse;wbzeit;leistung;aend_apla;aend_stuli;aend_pruef;sperrkz;auf_art;liefbed;lagertage;warennr;verpackart;versandart;artgru6;mus_hnr;verftage;ekbasis;kunde;zone;sz;kurvensatz;automat;cncprog;stlaenge;schlweite;stgewicht;querschn;durchm_a;durchm_i;geslaenge;abstich_mm;mus_hsuch;mus_lnr;stdpfad;mus_lsuch;kalk_mek;mus_rueck;mus_ausg;rev_pruef;kosttr;kalk_mgk;mus_hdat;etireport;tz;ursprland;lz;kalk_fek;rev_apla;kalk_fgk;rev_stuli;zuschfakt;fixum1;fixum2;preisindiv;sp_bez1;sp_bet1;sp_bez2;sp_bet2;sp_bez3;sp_bet3;sp_bez4;sp_bet4;metallart;mlaenge;mbreite;mstaerke;rahmenart;rlaenge;rbreite;rstaerke;kat1;katseite1;kat2;katseite2;kat3;katseite3;kat4;katseite4;tempart;abmenge9;dm_proz9;abmenge10;dm_proz10;vktext1;vktext2;vktext3;vktext4;vktext5;vktext6;vktext7;vktext8;vktext9;gaufschl;pauschalkz;paucharge;zeichform;empb_druck;sperre;invdatum;mahnkz;sperreart;shopexport;betaufart;bildpfad1;bildpfad2;bildpfad3;bildpfad4;bildpfad5;kostst;kalk_fk;kalk_mk;kalk_aus;bildpfad6;bildpfad7;bildpfad8;bildpfad9;bildpfad10;bildpfad11;bildpfad12;artgru1;artgru2;artgru3;artgru4;artgru5;aktionsvk1;vonaktdat;bisaktdat;kennz4;kennz5;gkvor;letzt_adat;auslagmeng;garantiemo;letztkalib;tagekalib;tsaktivkz;tsgewcls;sktokz;artbez1eng;artbez2eng;eisbest;vktext10;liefabmeng;artnrlief;letzt_ang;neu_user;neu_datum;aend_user;aend_datum;servreport
61.14.2073;BOLZEN TRAVERSE;Bolzen Traverse;;zu AAB6;0;062 02 16;-;;240;240;240;ET;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;22.12.2017;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;24.10.2017;24.10.2017;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;S4;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-JOS-NB05 # smischler;24.10.2017;01/004-JOS-NB05 # smischler;24.10.2017;
61.14.2074;BÜGEL;Bügel;;zu AAB6;0;062 02 18;-;;240;240;240;ET;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;30.10.2017;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;25.10.2017;25.10.2017;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;S4;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-JOS-NB05 # smischler;24.10.2017;01/004-JOS-NB05 # smischler;24.10.2017;
61.14.2075;HALTER TRAVERSE;Halter Traverse;;zu AAB6;0;062 02 19;-;;240;240;240;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;02.11.2017;  -   -;  -   -;11;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;18.04.2016;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;S3;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-JOS-NB05 # smischler;24.10.2017;01/009-JOS-NB04 # r.schuepbach;25.10.2017;
61.14.2080;BÜGEL SWB500;Bügel;SWB 500;;0;130 26 12;-;;240;240;240;ET;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;FALSCH;FALSCH;FALSCH;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;21.12.2017;  -   -;  -   -;27.5;76010;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;25.10.2017;25.10.2017;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;S4;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;WAHR;  -   -;M;;FALSCH;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;FALSCH;;;0;;0;;0;01/004-JOS-NB05 # smischler;14.12.2017;03/001-JOS-NB09 # mbichsel;06.05.2019;
61.14.2081;HAKEN SWB500;Haken;SWB 500;;0;130 12 11;-;;240;240;240;ET;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;FALSCH;FALSCH;FALSCH;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;28.03.2019;  -   -;  -   -;9.75;76010;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;25.10.2017;25.10.2017;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;S4;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;WAHR;  -   -;M;;FALSCH;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;FALSCH;;;0;;0;;0;01/004-JOS-NB05 # smischler;14.12.2017;03/001-JOS-NB09 # mbichsel;06.05.2019;
61.14.2101;ALU-RUNDSTANGE GEPRES;ALU-Rundstange gepresst;EN AW-6082 (AIMgSi 1) T6,warm ausgehärt;D= 50mm L= 975mm;0;002 006 16;-;;240;240;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;04.04.2024;27.12.2024;24.01.2024;33.84;71003;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;T:\01 JOST AG\05 PRODUKTION\11 EIGENPRODUKTE JOST\002 ENTWÜRFE\006 GESTELL LKW\002 006 16- ACHSE SPONTIS Ø50.PDF;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;03/010-JOS-PC02 # aschuepbach;24.01.2024;03/010-JOS-PC02 # aschuepbach;15.04.2024;
61.14.2200;BREMSZANGE;Bremszange handbetätigt;Typ: 200.096.01;bestehend aus:;0;;;;KZ00;KZ00;KZ00;HW;"Bremszange Typ: 200.000.001
Grundausführung ohne Betätigungselement
Gewicht: 7.52 kg
Artikel-Nr: D11157

Betätigungseinheit Typ: 200.096
für Bremszange 200, MR
Gewicht: 1.5 kg
Artikel-Nr: D115";0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;28.06.2024;18.09.2024;03.04.2024;692.08;94013;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;03/010-JOS-PC02 # aschuepbach;03.04.2024;03/010-JOS-PC02 # aschuepbach;03.04.2024;
61.14.2201;BREMSSCHEIBE Ø350 BEAR;Bremsscheibe Ø350 bearbeitet;zu KSA 3500B;;0;006 001 24 44;-;;KZ00;KZ00;KZ00;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;28.06.2024;18.09.2024;  -   -;589.3;94013;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;03/010-JOS-PC02 # aschuepbach;02.05.2024;03/010-JOS-PC02 # aschuepbach;02.05.2024;
61.14.2202;BAUGRP ACHSLAGERUNG;Baugrp Achslagerung;;;0;006 001 2403 01;;;DIV;DIV;DIV;HF;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;05.08.2024;11.09.2024;24.05.2024;565;0;5367;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;24.05.2024;05.08.2024;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;565;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;S2;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;565;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2203;ZENTRIERLAGER;Zentrierlager;S355J2;;0;006 001 2403 20;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;15.07.2024;05.08.2024;24.05.2024;325;92005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2204;LAUFBUCHSE;Laufbuchse;CuSn8;;0;006 001 2403 21;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;15.07.2024;05.08.2024;24.05.2024;120;92005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2205;ACHSE;Achse Ø70 mitdrehend;42CrMo4;;0;006 001 2401 10;a;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;15.07.2024;11.09.2024;24.05.2024;2815;92005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;03/010-JOS-PC02 # aschuepbach;31.07.2024;
61.14.2206;MITNEHMERNABE;Mitnehmernabe;S355J2;;0;006 001 24 21;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;15.07.2024;18.09.2024;24.05.2024;805;92005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2207;BAUGRP MITNEHMERBOLZEN;Baugrp Mitnehmerbolzen;;;0;006 001 2402 02;;;DIV;DIV;DIV;HF;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.09.2024;11.09.2024;24.05.2024;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;25.07.2024;24.05.2024;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A2;0;S1;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2208;PLATTE MITNEHMERBOLZEN;Platte Mitnehmerbolzen;S235JR;;0;006 001 2402 11;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;15.07.2024;11.09.2024;24.05.2024;385;92005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2209;MITNEHMER;Mitnehmer;;;0;006 001 2402 12;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;15.07.2024;11.09.2024;24.05.2024;115;92005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2210;GEGENPLATTE;Gegenplatte;S355J2;;0;006 001 2402 13;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.07.2024;11.09.2024;24.05.2024;23.8;78038;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;24.05.2024;01/006-JOS-NB04 # dmollet;24.05.2024;
61.14.2211;BEFESTIGUNGSHÜLSE BREM;Befestigungshülse Bremszange;KSA3500;Ø20 x 69;0;006 001 24 26;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;01.07.2024;18.09.2024;11.06.2024;48;88005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;11.06.2024;01/006-JOS-NB04 # dmollet;11.06.2024;
61.14.2212;BGRP MITNEHMER;Bgrp Mitnehmer;KSA3500;;0;006 001 2402 01;;;DIV;DIV;DIV;HF;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.09.2024;18.09.2024;11.06.2024;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;25.07.2024;11.06.2024;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A4;0;S1;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;11.06.2024;01/006-JOS-NB04 # dmollet;11.06.2024;
61.14.2213;MITNAHMEBLECH;Mitnahmeblech;S355J2;;0;006 001 2402 18;;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.07.2024;11.09.2024;11.06.2024;15.4;78038;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/006-JOS-NB04 # dmollet;11.06.2024;01/006-JOS-NB04 # dmollet;11.06.2024;
