stulinr;posnr;artnr;artsuch;variante;prioritaet;teil;aplabezug;menge;abstich;einheit;teil_aus;reststueck;restmm;ausschuss;stahl;htoleranz;bemmem;laenge;breite;anzahl;kostst;beistell;aus_cad;aus_lipl;antamgew;fixmenge;messingbas;freigabe;satzid;aplaid;ubox1;ubox2;ubox3;ubox4;ubox5;utext1;utext2;utext3;utext4;utext5;utext6;utext7;utext8;utext9;utext10;neu_datum;neu_user;aend_datum;aend_user
502396;190;502434;ZWISCHENVERSTÄRKUNG;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00129999568_66V0HUZTC612740525;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;12.11.2021;03/001-JOS-NB09 # mbichsel;12.11.2021;03/001-JOS-NB09 # mbichsel
502396;200;502435;STEGVERSTÄRKUNG;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00130166209_66V0HYKE9122924865;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;12.11.2021;03/001-JOS-NB09 # mbichsel;12.11.2021;03/001-JOS-NB09 # mbichsel
502396;210;502436;WINKEL;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00135747814_66V0LA76U682657529;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;12.11.2021;03/001-JOS-NB09 # mbichsel;12.11.2021;03/001-JOS-NB09 # mbichsel
502411;10;502412;SEITENPROFIL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00141607497_66U0ORSJT243078881;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;20;502413;QUERPROFIL;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00141908814_66U0OY91Q290587559;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;30;502414;DEICHSELTRAVERSE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00142028894_66U0P0TPA762891911;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;40;502415;DEICHSELBEFESTIGUNG L;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00142305074_66U0P6QSY 18424917;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;50;502416;DEICHSELBEFESTIGUNG R;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00142491809_66U0PAQW1776713051;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;60;502068;HALTEBLECH ALB;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00146806321_66U0RV7ZL441046130;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;70;502417;SEITENVERSTÄRKUNG;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00147186821_66U0S3DL1 63923002;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;80;502315;SCHUBBLECH;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00147304394_66U0S5WAY705532888;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;90;501899;KONSOLE LUFTBEHÄLTER L;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00150898959_66U0UAXVZ579563334;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;100;501900;KONSOLE LUFTBEHÄLTER R;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00150988759_66U0UCV6F753319381;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;110;502421;VENTILHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00150992809_66U0UCYAX615968511;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;120;502422;LEITUNGSFILTERHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00153038856_66U0VKT1K590578604;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;130;502423;VERSTÄRKUNGSSPICKEL;;0;1;0;12;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00154613926_66U0WIKDI993538516;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;140;502073;KOTFLÜGELHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00154783670_66U0WM7CM895843003;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;150;502074;KOTFLÜGELHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00154849670_66U0WNM9Y884020018;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;160;502424;SEITENPROFIL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00154896760_66U0WOMM0528443222;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502411;170;502156;HALTER ALB-ANBINDUNG;;0;1;0;3;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00155048896_66U0WRW00362392020;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502426;10;502427;LÄNGSTRÄGER L;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00158166935_66U0YMPW7134261631;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502426;20;502428;LÄNGSTRÄGER INNEN L;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00158867046_66U0Z1Q3Q884293892;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
502426;30;502429;WINKELPROFIL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00159061702_66U0Z5WAU202318273;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.11.2021;03/001-JOS-NB09 # mbichsel;11.11.2021;03/001-JOS-NB09 # mbichsel
